Page,Pageviews,Unique Pageviews,Title,InclusiveDates,Scope,Avg. Time on Page,Entrances,% Exit
/index.php?p=accessions/accession&id=1778&q=2014-08-08,3,3,History Department Files,1970-2013,"Box 1
	Staff Folders:
	Qualey
	Elizabeth Arroyo
	Barbara Ballard
	Jay Berry
	Manu  Bhagavan
	Marilyn Bowman
	Visiting Professors 1985-1986 – Campbell, Farrell, Kuskowski-Pieroni, Rosenberg
	Jacqueline DeVries
	Charles Dickerson
	Matt Emerson
	Peter J. Frederick
	Joan Friedman
	Elizabeth Harrison
	Tim Hawkins
	Peter Iverson
	Lansine Kaba
	Leigh Kagan
	Martin Klein
	Michel LeGall
	Thomas Lekan
	Seth Meisel
	Recruitment – Mellon Pre-Doctoral Fellowships
	Misc. Correspondence – R. Mennel
	Wendy Ng
	Chris Oldstone-Moore
	David Owusu-Ansah
	Dan and Barbara Pope
	Andrew Rosa
	David Reid
	Sigfrido Reyes
	Yasmin  Saikia
	Recruitment – Mellon Post-Doctoral Fellowships
	Recruitment – Southeast Asian Mellon Post-Doctoral Teaching
	Rachel Seidman
	Wing-kai To
	Lyman Van Slyke
	Jonathan Walton
	Linda Walton-Vargo
	Joanne Wakeland
	A. Williams-Myers
	 
	Box 2
	Enrollments/Class Lists
	Comps Curriculums
	 
	Box 3
	Comps Curriculums
	 
	Box 4
	History Department Event Posters
	Nancy Hoyt
	Jeane DeLaney
	Ray Kea
	Chang-Tai Hung
	Molly Ladd-Taylor
	John Tutino
	 
	Box 5
	Departmental Budgets
	Grants and Fellowships
	 
	Box 6
	Departmental Budgets
	 
	Box 7
	Registration Course Schedules
	Third World Affairs
	Affirmative Action
	Afro-American Studies Position
	History Department Exhibit Records
	 
	---
	 
	 
	Also included serial publications weeded/distributed to the PB collections.",0:11:06,0,0.00%
/index.php?p=accessions/accession&id=1822&q=unco,3,3,Uninvited Company (UNCO) Photographs and Posters,1968,NULL,0:00:00,1,100.00%
/index.php?p=accessions/accession&id=1837&q=eliet,5,3,David Eliet plays and recordings,1999-2005,"3 published plays in 2 volumes - Magda's Story; The Spirit of Life & Magda and Josef.
	3 unpublished plays in 1 volume - Alissa Through the Glass; Into Terezin; Magda, Jan and Daniela.
	1 recording of the BBC World Service's production of Knocking.
	9 CDs interviews originally recoded on audio cassette with Frederick \Rick\"" Terne",0:05:04,0,20.00%
/index.php?p=accessions/accession&id=744&q=mag061,4,3,James Fowler Papers 1814-39 (13 items),1814; 2011,Additional Note: should be Library Special Collections.,0:00:54,0,25.00%
/index.php?p=accessions/accession&id=832&q=2000-11-21,3,3,Classroom Materials (1 box),2000,NULL,0:00:37,0,0.00%
/index.php?p=accessions/accession&id=849&q=sheridan,4,3,Philip and Harriet Sheridan Papers,2001,NULL,0:03:14,0,25.00%
/index.php?p=collections/controlcard&id=122&q=commencement,3,3,Commencement Week Schedule of Events and miscellany,NULL,Serial publication produced by or at Carleton College.,0:00:45,0,0.00%
/index.php?p=collections/controlcard&id=136&q=employee+recognition,3,3,Employee Recognition Programs,1990-,Serial publication produced by or at Carleton College.,0:02:33,0,0.00%
/index.php?p=collections/controlcard&id=142&q=lagniappe,4,3,Lagniappe (Student Planner),1991-,"Planner, calendar, Carleton guides, as well as information on student organizations, governance, sports, Northfield and local entertainment options.",0:04:04,0,0.00%
/index.php?p=collections/controlcard&id=161,4,3,Miscellaneous Publications-- Alumni Affairs Office,NULL,Serial publication produced by or at Carleton College.,0:00:30,1,0.00%
/index.php?p=collections/controlcard&id=168&q=new+student+week,3,3,New Student Week Guides/Handbooks  (various names),NULL,Serial publication produced by or at Carleton College.,0:02:52,0,0.00%
/index.php?p=collections/controlcard&id=190&q=carleton+college+today,3,3,Carleton College Today,NULL,"An occasional newsletter published by the admissions office.
	Volumes held:
	Winter 1977",0:03:36,0,0.00%
/index.php?p=collections/controlcard&id=2633,3,3,Alumni Board /Alumni Association Minutes,1921-,NULL,0:00:16,0,0.00%
/index.php?p=collections/controlcard&id=2634&q=reunion,5,3,Alumni Office Records,1878-1989,Carleton graduates formed themsleves into an alumni association in 1878 in order to have \influence upon the college,0:02:05,1,20.00%
/index.php?p=collections/controlcard&id=2639,3,3,Annual Reports of Organizational Units,1870-2011,"Annual reports for academic departments, programs and administrative offices. ",0:00:19,0,0.00%
/index.php?p=collections/controlcard&id=2653,3,3,Biographical Files -- Alumni,Classes 1870 to present,NULL,0:04:08,0,0.00%
/index.php?p=collections/controlcard&id=2653&q=bio+files,3,3,Biographical Files -- Alumni,Classes 1870 to present,NULL,0:05:33,0,33.33%
/index.php?p=collections/controlcard&id=2670&q=scrapbook,6,3,Carleton scrapbooks and photo albums,1879 - 1988,"Individual and organizational scrapbooks, containing mostly clippings, but also photos, programs, booklets, drawings, invitations, records, correspondence, postcards, dance cards, receipts, and memorabilia.  Topics include athletics, oratory, literary societies, drama, musical groups, graduation and awards, dances and entertainment, clubs, religious activities, professors.  Scrapbooks of organizations are listed in the contents lists for that organization's record group, if any.  For some organizations, the only organized material in the archives is the scrapbook listed here.",0:02:30,0,33.33%
/index.php?p=collections/controlcard&id=2677&q=chaplaincy,5,3,Chaplain's Office Records,NULL,NULL,0:10:20,0,0.00%
/index.php?p=collections/controlcard&id=2678,6,3,Charles N. Cruttenden Papers,1889-1911,"Photographs of classmates and family, pen and ink artwork of Carleton scenes.  Cruttenden was a Carleton student.",0:01:46,1,0.00%
/index.php?p=collections/controlcard&id=2692,5,3,Dean of the College's Office Records (Blayney),1926-1945,NULL,0:00:51,0,0.00%
/index.php?p=collections/controlcard&id=2693,6,3,"Dean of the College's Office Records (Kille, Woodward, Phenix)",1945-1960,NULL,0:01:22,0,16.67%
/index.php?p=collections/controlcard&id=2707,4,3,Faculty Annual Reports,1952-2011,NULL,0:00:07,0,25.00%
/index.php?p=collections/controlcard&id=2718,5,3,History Department Student 'Comps' Papers,1969-2007,NULL,0:00:16,1,40.00%
/index.php?p=collections/controlcard&id=2719&q=honorary+degree,3,3,Honorary Degree Citations,1889-2010,NULL,0:04:57,0,33.33%
/index.php?p=collections/controlcard&id=2722&q=hughes+collection,4,3,Hughes Family Collection,NULL,NULL,0:02:37,0,25.00%
/index.php?p=collections/controlcard&id=2725,3,3,Institutional Research Reports,1972-1998,"Reports produced by the Office of Institutional Research for various groups in the college.  The reports are grouped into series based on who they were written for, i.e. the president of the college.",0:04:40,0,0.00%
/index.php?p=collections/controlcard&id=2731&q=gillette,4,3,James Gillette Collection,1921-1938,"Arrangements and compositions by James Gillette, professor of Music and Director of the Carleton Symphony Band.  Also, a few scores by students.  Brief descriptive cards for each of the scores are filed together in Box 1, and serve as an index to the collection.",0:06:33,0,50.00%
/index.php?p=collections/controlcard&id=2735&q=mohrig,3,3,Jerry Mohrig Papers,NULL,NULL,0:11:38,0,0.00%
/index.php?p=collections/controlcard&id=2737&q=john+lucas,4,3,John S. Lucas Papers,NULL,NULL,0:07:50,0,25.00%
/index.php?p=collections/controlcard&id=2738&q=nason,3,3,John W. Nason Papers,1961-1978,"John W. Nason (1905-2001) graduated from Carleton College in 1926 with a degree in Philosophy. After his graduation, Nason attended Harvard briefly before spending three years at Oriel College at Oxford as a Rhodes Scholar, graduating in 1931. He then taught at Swarthmore College until 1940, when he was chosen as the College's President. He served in this role until 1953, when he stepped down to become the President of the Foreign Policy Association. In 1962, he was elected the President of Carleton College where he served in this role until his retirement in 1970.
	During his time as President, John W. Nason is known for strengthening cooperation between Carleton and St. Olaf, the institution of the freshman seminar, the expansion of study abroad programs, and the creation of the Asian Studies Department. The years of Nason’s presidency were marked by a general sense of unrest for the students, especially surrounding Civil Rights issues and the conflict in Vietnam. For records surrounding the college’s reaction to Vietnam, the expansion of the study abroad programs, and other official documentation regarding activities on campus, consult the [url=https://archivedb.carleton.edu/index.php?p=collections/controlcard&id=2801]President’s Office Records (Nason), 1962-1970.[/url]
	This small manuscript collection consists of three folders which are comprised primarily of correspondence. The first folder contains correspondence and a few publications relating to the appointment of John W. Nason as President of Carleton College in 1962. The second folder primarily holds Carleton Women’s Club newsletters and correspondence. These are addressed to Mrs. Nason and date from 1965 thru 1970. The third folder contains correspondence received and written by Mr. Nason after his retirement from the office of President. All of these letters relate to Carleton Capital Campaigns in the mid to late 1970s.",0:00:18,0,33.33%
/index.php?p=collections/controlcard&id=2739,4,3,KARL / KRLX Collection,1948-1971,"Charters, clippings, promotional brochures, scattered correspondence, editorials, program schedules, staff listings and miscellaneous documents relating to a now defunct AM \carrier\"" radio station operated by Carleton students.  The editorials are especially important supplements to the editorials in the student newspaper as barometers of student opinion in the 1960s.  The miscellaneous folder contains a term-paper history of the early years of the station.""",0:00:11,0,0.00%
/index.php?p=collections/controlcard&id=2748&q=Women+Cabin,5,3,"Maps, drawings and architectural plans",1872-2006,"Maps of the campus as well as architectural drawings, sketches and blueprints for campus buildings.",0:00:10,0,20.00%
/index.php?p=collections/controlcard&id=2749,4,3,Margaret Evans Huntington Club / Monday Club Collection,circa 1880-,"Programs, clippings, notices, photos, and miscellania relating to the Margaret Evans Huntington Club (a Northfield women's reading group) and to Margaret Evans Huntington.",0:04:28,0,0.00%
/index.php?p=collections/controlcard&id=2754,5,3,Merrill E. Jarchow Papers,NULL,"Merrill E. Jarchow papers; material re Cowling Biography. Additional Note: Including extensive correspondence with Luther Weigle and Mary Ellen Guice. Also includes one letter dating April 9, 1984 from Jarchow to Maggie Lee regarding the new Larry Gould edition of Cold.",0:00:42,2,60.00%
/index.php?p=collections/controlcard&id=2765&q=nutting,3,3,Nutting Family Collection,NULL,NULL,0:01:53,0,0.00%
/index.php?p=collections/controlcard&id=2770,3,3,Paul D. Wellstone Papers,NULL,NULL,0:00:11,0,0.00%
/index.php?p=collections/controlcard&id=2777,4,3,Personnel/Human Resources Office Records,NULL,NULL,0:00:13,0,0.00%
/index.php?p=collections/controlcard&id=2778&q=sheridan,6,3,Philip and Harriet Sheridan Papers,NULL,NULL,0:01:08,0,0.00%
/index.php?p=collections/controlcard&id=2795,3,3,COLLECTION ID NOT FOUND,Not Found,Not Found,0:00:12,0,0.00%
/index.php?p=collections/controlcard&id=2798&q=arboretum,7,3,President's Office Records (Cowling),1909-1945,NULL,0:00:09,0,14.29%
/index.php?p=collections/controlcard&id=2800,3,3,President's Office Records (Lewis),1987-2002,NULL,0:09:14,0,0.00%
/index.php?p=collections/controlcard&id=2805&q=women's+league+cabin,3,3,President's Office Records (Swearer),1970-1977,NULL,0:00:19,0,0.00%
/index.php?p=collections/controlcard&id=2821&q=honors,4,3,Student Honors Theses,NULL,NULL,0:01:21,1,25.00%
/index.php?p=collections/controlcard&id=2848,3,3,Women's League Collection,1917-1969,"Women's League was the governance association for Carleton's East Side until 1970.  The record group contains constitutions and regulations; minutes of the League's council, cabinet, and court; annual reports and reports of the president and vice president; rosters; financial data; the papers of the Hours Committee (1965-69, re the extension of the hours when women could be outside of their dorm); freshmen week material; and documents regarding the Women's League Cabin.",0:00:13,0,0.00%
